dataset,arch,class,n_src,n_tgt,q_src,SHC_coverage,undercoverage,median_score_shift,q90_score_shift,score_KS,realization,rung,seed
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.8043,0.9533,-0.0033,0.0,-0.0047,0.0112,1,0.0,2024
ciciot2023:rung0.0,xgb,Web,2135,811,0.9622,0.9507,-0.0007,0.0001,0.0066,0.0356,1,0.0,2024
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.8885,0.9537,-0.0037,0.0,0.0005,0.0121,1,0.0,3407
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.9858,0.9577,-0.0077,0.0,-0.0045,0.0256,1,0.0,3407
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9502,-0.0002,0.0,0.0,0.0002,1,0.0,3407
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9489,0.0011,0.0,0.0,0.0004,1,0.0,3407
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.9496,0.0004,0.0,0.0,0.0005,1,0.0,3407
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.537,0.9492,0.0008,0.0,0.0,0.0089,1,0.0,3407
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.8015,0.9508,-0.0008,0.0,-0.0154,0.0079,1,0.0,3407
ciciot2023:rung0.0,xgb,Web,2135,811,0.9543,0.9465,0.0035,0.0002,0.0127,0.0421,1,0.0,3407
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.8842,0.9548,-0.0048,0.0,0.0171,0.013,1,0.0,42
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.986,0.959,-0.009,0.0,-0.0002,0.0359,1,0.0,42
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9503,-0.0003,0.0,0.0,0.0003,1,0.0,42
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9489,0.0011,0.0,0.0,0.0005,1,0.0,42
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.9501,-0.0001,0.0,0.0,0.0009,1,0.0,42
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.5644,0.9483,0.0017,0.0,0.0,0.0105,1,0.0,42
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.8067,0.9539,-0.0039,0.0,-0.0292,0.0108,1,0.0,42
ciciot2023:rung0.0,xgb,Web,2135,811,0.9559,0.9538,-0.0038,0.0007,0.0111,0.031,1,0.0,42
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.896,0.9536,-0.0036,0.0,-0.0101,0.0133,1,0.0,512
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.9861,0.9546,-0.0046,0.0,-0.0027,0.0363,1,0.0,512
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9493,0.0007,0.0,0.0,0.0003,1,0.0,512
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9504,-0.0004,0.0,0.0,0.0005,1,0.0,512
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.9491,0.0009,0.0,0.0,0.0003,1,0.0,512
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.5937,0.9481,0.0019,0.0,0.0,0.0088,1,0.0,512
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.8102,0.9565,-0.0065,0.0,-0.0144,0.0073,1,0.0,512
ciciot2023:rung0.0,xgb,Web,2135,811,0.9503,0.9483,0.0017,0.0002,0.001,0.0402,1,0.0,512
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.8988,0.9528,-0.0028,0.0,-0.008,0.0115,1,0.0,6021
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.9842,0.9518,-0.0018,0.0,-0.0018,0.0329,1,0.0,6021
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9503,-0.0003,0.0,0.0,0.0003,1,0.0,6021
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9504,-0.0004,0.0,0.0,0.0007,1,0.0,6021
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.9508,-0.0008,0.0,0.0,0.0007,1,0.0,6021
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.5533,0.9477,0.0023,0.0,0.0,0.0091,1,0.0,6021
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.8044,0.9531,-0.0031,0.0,-0.0232,0.0106,1,0.0,6021
ciciot2023:rung0.0,xgb,Web,2135,811,0.9605,0.9567,-0.0067,0.0003,0.009,0.0268,1,0.0,6021
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.8972,0.9533,-0.0033,0.0,0.0041,0.0132,1,0.0,7
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.9867,0.9599,-0.0099,0.0,0.0033,0.0368,1,0.0,7
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9511,-0.0011,0.0,0.0,0.0003,1,0.0,7
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9492,0.0008,0.0,0.0,0.0007,1,0.0,7
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.9508,-0.0008,0.0,0.0,0.0007,1,0.0,7
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.5544,0.9493,0.0007,0.0,0.0,0.0078,1,0.0,7
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.7982,0.9531,-0.0031,0.0,-0.0064,0.0058,1,0.0,7
ciciot2023:rung0.0,xgb,Web,2135,811,0.9592,0.9388,0.0112,0.0003,-0.0021,0.0317,1,0.0,7
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.9018,0.9566,-0.0066,0.0,0.0044,0.0167,1,0.0,88
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.9858,0.9575,-0.0075,0.0,0.0014,0.0393,1,0.0,88
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9487,0.0013,0.0,0.0,0.0003,1,0.0,88
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9495,0.0005,0.0,0.0,0.0004,1,0.0,88
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.951,-0.001,0.0,0.0,0.0009,1,0.0,88
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.5694,0.9516,-0.0016,0.0,0.0,0.0093,1,0.0,88
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.8015,0.9532,-0.0032,0.0,-0.0324,0.0096,1,0.0,88
ciciot2023:rung0.0,xgb,Web,2135,811,0.9508,0.9376,0.0124,0.0,0.0183,0.0321,1,0.0,88
ciciot2023:rung0.0,xgb,Benign,6299,2360,0.8856,0.9564,-0.0064,0.0,0.0104,0.0099,1,0.0,91
ciciot2023:rung0.0,xgb,BruteForce,1371,544,0.985,0.9483,0.0017,0.0,-0.0011,0.0514,1,0.0,91
ciciot2023:rung0.0,xgb,DDoS,68476,26026,0.5,0.9504,-0.0004,0.0,0.0,0.0002,1,0.0,91
ciciot2023:rung0.0,xgb,DoS,25215,9604,0.5,0.9492,0.0008,0.0,0.0,0.0006,1,0.0,91
ciciot2023:rung0.0,xgb,Mirai,18953,7276,0.5,0.9504,-0.0004,0.0,0.0,0.0005,1,0.0,91
ciciot2023:rung0.0,xgb,Recon,23055,8725,0.6058,0.9491,0.0009,0.0,0.0,0.0119,1,0.0,91
ciciot2023:rung0.0,xgb,Spoofing,12575,4654,0.812,0.9575,-0.0075,0.0,-0.0217,0.0097,1,0.0,91
ciciot2023:rung0.0,xgb,Web,2135,811,0.9548,0.9353,0.0147,0.0001,0.0136,0.0309,1,0.0,91
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9462,0.9452,0.0048,-0.0008,0.0076,0.0259,1,0.2,12345
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9909,0.9666,-0.0166,-0.017,-0.0013,0.0584,1,0.2,12345
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9496,0.0004,0.0,0.0,0.0049,1,0.2,12345
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.5,0.9492,0.0008,-0.0,0.0,0.0114,1,0.2,12345
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.5,0.9508,-0.0008,0.0,0.0,0.01,1,0.2,12345
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.698,0.9488,0.0012,-0.0005,0.0,0.0071,1,0.2,12345
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8816,0.9569,-0.0069,0.0003,0.0014,0.0187,1,0.2,12345
ciciot2023:rung0.2,mlp,Web,2135,811,0.9695,0.9634,-0.0134,-0.0086,-0.0185,0.0514,1,0.2,12345
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.935,0.9441,0.0059,-0.0014,0.0042,0.0187,1,0.2,1337
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9908,0.9601,-0.0101,-0.0224,0.0006,0.0628,1,0.2,1337
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.95,0.0,0.0,0.0,0.0036,1,0.2,1337
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.5,0.9479,0.0021,0.0,0.0,0.0107,1,0.2,1337
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.5,0.9507,-0.0007,0.0,0.0,0.0125,1,0.2,1337
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.6972,0.95,-0.0,-0.0003,0.0,0.01,1,0.2,1337
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8814,0.9524,-0.0024,0.0001,-0.0025,0.024,1,0.2,1337
ciciot2023:rung0.2,mlp,Web,2135,811,0.9739,0.9538,-0.0038,-0.0162,-0.0022,0.0472,1,0.2,1337
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9371,0.9522,-0.0022,-0.0,0.0018,0.0161,1,0.2,2024
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9919,0.9609,-0.0109,-0.0293,-0.0055,0.0779,1,0.2,2024
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9492,0.0008,0.0,0.0,0.0029,1,0.2,2024
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.5,0.9479,0.0021,0.0,0.0,0.0113,1,0.2,2024
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.5,0.9536,-0.0036,0.0,0.0,0.001,1,0.2,2024
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.7058,0.954,-0.004,-0.0012,0.0,0.0102,1,0.2,2024
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8882,0.9552,-0.0052,0.0,-0.0154,0.0104,1,0.2,2024
ciciot2023:rung0.2,mlp,Web,2135,811,0.9714,0.9592,-0.0092,-0.0012,-0.0004,0.0359,1,0.2,2024
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9506,0.9435,0.0065,-0.0032,0.004,0.015,1,0.2,3407
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9923,0.9676,-0.0176,-0.0389,-0.0034,0.0787,1,0.2,3407
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9508,-0.0008,0.0,0.0,0.004,1,0.2,3407
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.5,0.9493,0.0007,0.0,0.0,0.0087,1,0.2,3407
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.5,0.9528,-0.0028,0.0,0.0,0.0089,1,0.2,3407
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.703,0.9514,-0.0014,-0.0013,0.0,0.0113,1,0.2,3407
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8852,0.9558,-0.0058,0.0,-0.0034,0.019,1,0.2,3407
ciciot2023:rung0.2,mlp,Web,2135,811,0.9747,0.9575,-0.0075,-0.0024,-0.0066,0.0493,1,0.2,3407
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9472,0.9521,-0.0021,0.0,0.0029,0.0222,1,0.2,42
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.989,0.9609,-0.0109,-0.0345,-0.0047,0.0839,1,0.2,42
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9488,0.0012,0.0,0.0,0.0061,1,0.2,42
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.4999,0.9482,0.0018,0.0,0.0,0.0114,1,0.2,42
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.4999,0.9479,0.0021,0.0,0.0,0.0107,1,0.2,42
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.7071,0.9491,0.0009,-0.0006,0.0,0.0096,1,0.2,42
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8862,0.9513,-0.0013,0.0,-0.0091,0.0117,1,0.2,42
ciciot2023:rung0.2,mlp,Web,2135,811,0.9702,0.9517,-0.0017,0.0056,-0.0004,0.0326,1,0.2,42
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9468,0.9446,0.0054,-0.0007,-0.0071,0.0187,1,0.2,512
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9914,0.9558,-0.0058,-0.0174,-0.002,0.0624,1,0.2,512
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9505,-0.0005,0.0,0.0,0.0033,1,0.2,512
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.4999,0.9546,-0.0046,0.0,-0.0,0.0112,1,0.2,512
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.4999,0.9514,-0.0014,0.0,0.0,0.0111,1,0.2,512
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.7061,0.9488,0.0012,0.0004,0.0,0.0107,1,0.2,512
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8845,0.955,-0.005,0.0,-0.009,0.0115,1,0.2,512
ciciot2023:rung0.2,mlp,Web,2135,811,0.9737,0.9695,-0.0195,-0.0099,-0.0131,0.0432,1,0.2,512
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9376,0.9428,0.0072,0.0005,0.0033,0.0148,1,0.2,6021
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9907,0.967,-0.017,-0.0166,-0.0061,0.0581,1,0.2,6021
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9488,0.0012,0.0,0.0,0.0019,1,0.2,6021
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.5,0.9495,0.0005,0.0,0.0,0.0064,1,0.2,6021
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.5,0.95,0.0,0.0,0.0,0.0008,1,0.2,6021
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.6559,0.9519,-0.0019,0.0001,0.0,0.0056,1,0.2,6021
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8805,0.9516,-0.0016,0.0,-0.0012,0.0184,1,0.2,6021
ciciot2023:rung0.2,mlp,Web,2135,811,0.9706,0.958,-0.008,-0.0169,-0.0117,0.0538,1,0.2,6021
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9438,0.9475,0.0025,-0.0021,0.0058,0.0169,1,0.2,7
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9927,0.9572,-0.0072,-0.0256,-0.0011,0.0709,1,0.2,7
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9506,-0.0006,0.0,0.0,0.0075,1,0.2,7
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.5,0.9498,0.0002,0.0,0.0,0.0143,1,0.2,7
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.5,0.9504,-0.0004,0.0,0.0,0.014,1,0.2,7
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.6773,0.953,-0.003,-0.0004,-0.0,0.0068,1,0.2,7
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8786,0.9503,-0.0003,0.0,-0.0124,0.0161,1,0.2,7
ciciot2023:rung0.2,mlp,Web,2135,811,0.9775,0.9642,-0.0142,0.0005,-0.0061,0.0384,1,0.2,7
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.9434,0.9462,0.0038,0.0005,0.0013,0.0169,1,0.2,88
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.99,0.9695,-0.0195,-0.0419,-0.0025,0.0878,1,0.2,88
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9486,0.0014,0.0,0.0,0.0032,1,0.2,88
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.4999,0.9516,-0.0016,0.0,0.0,0.0112,1,0.2,88
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.4999,0.9489,0.0011,0.0,0.0,0.0015,1,0.2,88
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.6871,0.9518,-0.0018,0.0003,0.0,0.0062,1,0.2,88
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8848,0.9522,-0.0022,0.0001,0.0016,0.0101,1,0.2,88
ciciot2023:rung0.2,mlp,Web,2135,811,0.9736,0.9676,-0.0176,-0.0079,-0.0087,0.0484,1,0.2,88
ciciot2023:rung0.2,mlp,Benign,6299,2379,0.944,0.9475,0.0025,-0.0039,-0.0003,0.0266,1,0.2,91
ciciot2023:rung0.2,mlp,BruteForce,1371,509,0.9914,0.9737,-0.0237,-0.0285,-0.0016,0.0704,1,0.2,91
ciciot2023:rung0.2,mlp,DDoS,68476,25903,0.5,0.9521,-0.0021,0.0,0.0,0.0058,1,0.2,91
ciciot2023:rung0.2,mlp,DoS,25215,9593,0.4999,0.9528,-0.0028,0.0,0.0,0.0075,1,0.2,91
ciciot2023:rung0.2,mlp,Mirai,18953,7295,0.4999,0.9494,0.0006,0.0,0.0,0.0017,1,0.2,91
ciciot2023:rung0.2,mlp,Recon,23055,8744,0.6895,0.951,-0.001,-0.0006,0.0,0.0064,1,0.2,91
ciciot2023:rung0.2,mlp,Spoofing,12575,4766,0.8837,0.9534,-0.0034,0.0,-0.0049,0.02,1,0.2,91
ciciot2023:rung0.2,mlp,Web,2135,811,0.9704,0.9552,-0.0052,-0.0111,-0.0052,0.0468,1,0.2,91
ciciot2023:rung0.2,rf,Benign,6299,2379,0.934,0.9575,-0.0075,-0.0007,-0.0583,0.0197,1,0.2,12345
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.991,0.9782,-0.0282,-0.009,-0.0069,0.0398,1,0.2,12345
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9499,0.0001,0.0,0.0,0.0009,1,0.2,12345
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9487,0.0013,0.0,0.0,0.0045,1,0.2,12345
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9486,0.0014,0.0,0.0,0.0019,1,0.2,12345
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6647,0.9484,0.0016,0.0,0.0,0.0082,1,0.2,12345
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8412,0.9544,-0.0044,0.0,0.004,0.0123,1,0.2,12345
ciciot2023:rung0.2,rf,Web,2135,811,0.9673,0.9524,-0.0024,0.0003,0.0046,0.0443,1,0.2,12345
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9388,0.9617,-0.0117,-0.0007,-0.0555,0.0226,1,0.2,1337
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9892,0.9603,-0.0103,-0.0055,-0.0031,0.0468,1,0.2,1337
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9513,-0.0013,0.0,0.0,0.0011,1,0.2,1337
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9497,0.0003,0.0,0.0,0.0034,1,0.2,1337
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9503,-0.0003,0.0,0.0,0.0023,1,0.2,1337
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6425,0.9525,-0.0025,-0.0,0.0,0.0075,1,0.2,1337
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8372,0.959,-0.009,0.0001,0.0062,0.02,1,0.2,1337
ciciot2023:rung0.2,rf,Web,2135,811,0.9627,0.9572,-0.0072,0.0035,0.0046,0.0325,1,0.2,1337
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9317,0.9572,-0.0072,-0.0001,-0.0449,0.0201,1,0.2,2024
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9881,0.9532,-0.0032,-0.0063,-0.0018,0.0425,1,0.2,2024
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9514,-0.0014,0.0,0.0,0.0008,1,0.2,2024
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9506,-0.0006,0.0,0.0,0.0046,1,0.2,2024
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9493,0.0007,0.0,0.0,0.0024,1,0.2,2024
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6431,0.9512,-0.0012,-0.0001,0.0,0.0077,1,0.2,2024
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8414,0.9543,-0.0043,0.0001,0.0047,0.0077,1,0.2,2024
ciciot2023:rung0.2,rf,Web,2135,811,0.9684,0.9524,-0.0024,0.0004,-0.0003,0.0418,1,0.2,2024
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9328,0.9581,-0.0081,-0.0001,-0.0446,0.0194,1,0.2,3407
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9888,0.9521,-0.0021,-0.0049,-0.005,0.0282,1,0.2,3407
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.95,0.0,0.0,0.0,0.0013,1,0.2,3407
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9532,-0.0032,0.0,0.0,0.0038,1,0.2,3407
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9505,-0.0005,0.0,0.0,0.0024,1,0.2,3407
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6369,0.9514,-0.0014,-0.0,0.0,0.0067,1,0.2,3407
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8364,0.9531,-0.0031,0.0002,0.0117,0.0183,1,0.2,3407
ciciot2023:rung0.2,rf,Web,2135,811,0.9672,0.9523,-0.0023,0.0124,-0.003,0.0455,1,0.2,3407
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9297,0.9527,-0.0027,0.0002,-0.0498,0.0226,1,0.2,42
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9895,0.9713,-0.0213,-0.0055,-0.0014,0.0481,1,0.2,42
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9496,0.0004,0.0,0.0,0.0008,1,0.2,42
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9522,-0.0022,0.0,0.0,0.0018,1,0.2,42
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9519,-0.0019,0.0,0.0,0.0027,1,0.2,42
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6298,0.9509,-0.0009,-0.0001,0.0,0.0065,1,0.2,42
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8401,0.9557,-0.0057,0.0001,0.0088,0.0108,1,0.2,42
ciciot2023:rung0.2,rf,Web,2135,811,0.9721,0.9557,-0.0057,0.0103,-0.0001,0.0537,1,0.2,42
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9307,0.9595,-0.0095,-0.0005,-0.0454,0.0233,1,0.2,512
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9874,0.9605,-0.0105,-0.0052,-0.0012,0.0351,1,0.2,512
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9515,-0.0015,0.0,0.0,0.0015,1,0.2,512
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9504,-0.0004,0.0,0.0,0.0034,1,0.2,512
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9487,0.0013,0.0,0.0,0.0014,1,0.2,512
ciciot2023:rung0.2,rf,Recon,23055,8744,0.639,0.9512,-0.0012,-0.0001,0.0,0.0064,1,0.2,512
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8329,0.9539,-0.0039,0.0,0.0107,0.0095,1,0.2,512
ciciot2023:rung0.2,rf,Web,2135,811,0.9615,0.9396,0.0104,0.0075,0.0081,0.0415,1,0.2,512
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9255,0.9557,-0.0057,-0.0002,-0.0491,0.0221,1,0.2,6021
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9906,0.9654,-0.0154,-0.0041,-0.0045,0.0362,1,0.2,6021
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9494,0.0006,0.0,0.0,0.001,1,0.2,6021
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9511,-0.0011,0.0,0.0,0.0042,1,0.2,6021
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9476,0.0024,0.0,0.0,0.0026,1,0.2,6021
ciciot2023:rung0.2,rf,Recon,23055,8744,0.652,0.9504,-0.0004,0.0,0.0,0.0046,1,0.2,6021
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8333,0.9558,-0.0058,0.0,0.0027,0.0094,1,0.2,6021
ciciot2023:rung0.2,rf,Web,2135,811,0.9662,0.9459,0.0041,0.0029,0.0025,0.0437,1,0.2,6021
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9311,0.9518,-0.0018,-0.0011,-0.0296,0.019,1,0.2,7
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9913,0.9554,-0.0054,-0.0009,-0.0002,0.0385,1,0.2,7
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9507,-0.0007,0.0,0.0,0.0008,1,0.2,7
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9519,-0.0019,0.0,0.0,0.0059,1,0.2,7
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9517,-0.0017,0.0,0.0,0.0031,1,0.2,7
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6374,0.9502,-0.0002,-0.0,0.0,0.0081,1,0.2,7
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8341,0.9537,-0.0037,0.0007,0.0139,0.0125,1,0.2,7
ciciot2023:rung0.2,rf,Web,2135,811,0.9628,0.951,-0.001,0.0058,0.0046,0.0434,1,0.2,7
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9347,0.9628,-0.0128,0.0001,-0.042,0.0172,1,0.2,88
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9906,0.9607,-0.0107,-0.0109,-0.002,0.0348,1,0.2,88
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9509,-0.0009,0.0,0.0,0.0015,1,0.2,88
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9517,-0.0017,0.0,0.0,0.0033,1,0.2,88
ciciot2023:rung0.2,rf,Mirai,18953,7295,0.5,0.9499,0.0001,0.0,0.0,0.0017,1,0.2,88
ciciot2023:rung0.2,rf,Recon,23055,8744,0.6538,0.9514,-0.0014,-0.0,0.0,0.0065,1,0.2,88
ciciot2023:rung0.2,rf,Spoofing,12575,4766,0.8329,0.9528,-0.0028,0.0002,0.0203,0.0114,1,0.2,88
ciciot2023:rung0.2,rf,Web,2135,811,0.9654,0.9531,-0.0031,0.0146,0.0027,0.0481,1,0.2,88
ciciot2023:rung0.2,rf,Benign,6299,2379,0.9323,0.9556,-0.0056,-0.0003,-0.0548,0.0217,1,0.2,91
ciciot2023:rung0.2,rf,BruteForce,1371,509,0.9899,0.9666,-0.0166,-0.0114,-0.0087,0.0418,1,0.2,91
ciciot2023:rung0.2,rf,DDoS,68476,25903,0.5,0.9502,-0.0002,0.0,0.0,0.0009,1,0.2,91
ciciot2023:rung0.2,rf,DoS,25215,9593,0.5,0.9506,-0.0006,0.0,0.0,0.0028,1,0.2,91
