dataset,arch,class,n_src,n_tgt,q_src,SHC_coverage,undercoverage,median_score_shift,q90_score_shift,score_KS,realization,rung,seed
ciciot2023:rung0.8,xgb,Recon,23055,8755,0.5937,0.9495,0.0005,0.0,0.0,0.0073,1,0.8,512
ciciot2023:rung0.8,xgb,Spoofing,12575,4779,0.8102,0.9504,-0.0004,0.0,0.0209,0.0122,1,0.8,512
ciciot2023:rung0.8,xgb,Web,2135,811,0.9503,0.9277,0.0223,-0.0046,0.0248,0.0725,1,0.8,512
ciciot2023:rung0.8,xgb,Benign,6299,2418,0.8988,0.9562,-0.0062,0.0,-0.0377,0.0135,1,0.8,6021
ciciot2023:rung0.8,xgb,BruteForce,1371,483,0.9842,0.9549,-0.0049,0.0,-0.0063,0.0348,1,0.8,6021
ciciot2023:rung0.8,xgb,DDoS,68476,25910,0.5,0.9509,-0.0009,0.0,0.0,0.0002,1,0.8,6021
ciciot2023:rung0.8,xgb,DoS,25215,9575,0.5,0.9504,-0.0004,0.0,0.0,0.0006,1,0.8,6021
ciciot2023:rung0.8,xgb,Mirai,18953,7269,0.5,0.948,0.002,0.0,0.0,0.0005,1,0.8,6021
ciciot2023:rung0.8,xgb,Recon,23055,8755,0.5533,0.9487,0.0013,0.0,0.0,0.0063,1,0.8,6021
ciciot2023:rung0.8,xgb,Spoofing,12575,4779,0.8044,0.948,0.002,0.0,0.0316,0.011,1,0.8,6021
ciciot2023:rung0.8,xgb,Web,2135,811,0.9605,0.934,0.016,-0.0036,0.0149,0.0881,1,0.8,6021
ciciot2023:rung0.8,xgb,Benign,6299,2418,0.8972,0.949,0.001,0.0,-0.0183,0.021,1,0.8,7
ciciot2023:rung0.8,xgb,BruteForce,1371,483,0.9867,0.9629,-0.0129,0.0,-0.0099,0.0387,1,0.8,7
ciciot2023:rung0.8,xgb,DDoS,68476,25910,0.5,0.9503,-0.0003,0.0,0.0,0.0003,1,0.8,7
ciciot2023:rung0.8,xgb,DoS,25215,9575,0.5,0.9506,-0.0006,0.0,0.0,0.0009,1,0.8,7
ciciot2023:rung0.8,xgb,Mirai,18953,7269,0.5,0.9505,-0.0005,0.0,0.0,0.0006,1,0.8,7
ciciot2023:rung0.8,xgb,Recon,23055,8755,0.5544,0.9497,0.0003,0.0,0.0,0.0074,1,0.8,7
ciciot2023:rung0.8,xgb,Spoofing,12575,4779,0.7982,0.9512,-0.0012,0.0,0.0223,0.0093,1,0.8,7
ciciot2023:rung0.8,xgb,Web,2135,811,0.9592,0.9409,0.0091,-0.0036,0.0103,0.0782,1,0.8,7
ciciot2023:rung0.8,xgb,Benign,6299,2418,0.9018,0.9593,-0.0093,0.0,-0.0169,0.0165,1,0.8,88
ciciot2023:rung0.8,xgb,BruteForce,1371,483,0.9858,0.9696,-0.0196,0.0,-0.0108,0.0334,1,0.8,88
ciciot2023:rung0.8,xgb,DDoS,68476,25910,0.5,0.9499,0.0001,0.0,0.0,0.0002,1,0.8,88
ciciot2023:rung0.8,xgb,DoS,25215,9575,0.5,0.9492,0.0008,0.0,0.0,0.0006,1,0.8,88
ciciot2023:rung0.8,xgb,Mirai,18953,7269,0.5,0.9498,0.0002,0.0,0.0,0.0007,1,0.8,88
ciciot2023:rung0.8,xgb,Recon,23055,8755,0.5694,0.9513,-0.0013,0.0,0.0,0.006,1,0.8,88
ciciot2023:rung0.8,xgb,Spoofing,12575,4779,0.8015,0.956,-0.006,0.0,0.0141,0.0107,1,0.8,88
ciciot2023:rung0.8,xgb,Web,2135,811,0.9508,0.9201,0.0299,-0.003,0.024,0.0703,1,0.8,88
ciciot2023:rung0.8,xgb,Benign,6299,2418,0.8856,0.9526,-0.0026,0.0,-0.0205,0.0155,1,0.8,91
ciciot2023:rung0.8,xgb,BruteForce,1371,483,0.985,0.977,-0.027,0.0,-0.0109,0.0463,1,0.8,91
ciciot2023:rung0.8,xgb,DDoS,68476,25910,0.5,0.9497,0.0003,0.0,0.0,0.0002,1,0.8,91
ciciot2023:rung0.8,xgb,DoS,25215,9575,0.5,0.9503,-0.0003,0.0,0.0,0.0006,1,0.8,91
ciciot2023:rung0.8,xgb,Mirai,18953,7269,0.5,0.9503,-0.0003,0.0,0.0,0.0004,1,0.8,91
ciciot2023:rung0.8,xgb,Recon,23055,8755,0.6058,0.9492,0.0008,0.0,0.0,0.0074,1,0.8,91
ciciot2023:rung0.8,xgb,Spoofing,12575,4779,0.812,0.9515,-0.0015,0.0,0.0121,0.011,1,0.8,91
ciciot2023:rung0.8,xgb,Web,2135,811,0.9548,0.9342,0.0158,-0.0038,0.0176,0.0813,1,0.8,91
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9462,0.9466,0.0034,0.0008,0.0083,0.0223,2,0.0,12345
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9909,0.9662,-0.0162,-0.0027,-0.0011,0.0464,2,0.0,12345
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9486,0.0014,0.0,0.0,0.0049,2,0.0,12345
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.5,0.9517,-0.0017,0.0,0.0,0.0123,2,0.0,12345
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.5,0.9541,-0.0041,0.0,0.0,0.003,2,0.0,12345
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.698,0.9501,-0.0001,0.0021,0.0,0.0149,2,0.0,12345
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8816,0.9548,-0.0048,0.0002,-0.0064,0.0103,2,0.0,12345
ciciot2023:rung0.0,mlp,Web,2135,811,0.9695,0.9494,0.0006,-0.0009,0.0008,0.0202,2,0.0,12345
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.935,0.9413,0.0087,-0.0002,0.0119,0.0232,2,0.0,1337
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9908,0.9521,-0.0021,-0.0035,-0.0024,0.0312,2,0.0,1337
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9491,0.0009,0.0,0.0,0.0052,2,0.0,1337
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.5,0.9519,-0.0019,0.0,0.0,0.0066,2,0.0,1337
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.5,0.9517,-0.0017,0.0,0.0,0.0051,2,0.0,1337
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.6972,0.9525,-0.0025,0.0002,0.0,0.0064,2,0.0,1337
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8814,0.9532,-0.0032,0.0,0.0009,0.0145,2,0.0,1337
ciciot2023:rung0.0,mlp,Web,2135,811,0.9739,0.9491,0.0009,0.0017,0.0069,0.0371,2,0.0,1337
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9371,0.9423,0.0077,-0.0003,0.0094,0.013,2,0.0,2024
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9919,0.9453,0.0047,0.0094,-0.0003,0.0338,2,0.0,2024
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9491,0.0009,0.0,0.0,0.0031,2,0.0,2024
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.5,0.9518,-0.0018,0.0,0.0,0.0058,2,0.0,2024
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.5,0.9499,0.0001,0.0,0.0,0.0015,2,0.0,2024
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.7058,0.9507,-0.0007,0.0002,0.0,0.0086,2,0.0,2024
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8882,0.9543,-0.0043,0.0,-0.0077,0.0122,2,0.0,2024
ciciot2023:rung0.0,mlp,Web,2135,811,0.9714,0.9433,0.0067,0.003,0.0116,0.0325,2,0.0,2024
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9506,0.9446,0.0054,-0.0009,0.0063,0.022,2,0.0,3407
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9923,0.9569,-0.0069,-0.0057,-0.0025,0.0454,2,0.0,3407
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9506,-0.0006,0.0,0.0,0.004,2,0.0,3407
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.5,0.9509,-0.0009,0.0,0.0,0.0068,2,0.0,3407
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.5,0.9509,-0.0009,0.0,0.0,0.0048,2,0.0,3407
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.703,0.9483,0.0017,0.0008,0.0,0.0098,2,0.0,3407
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8852,0.9544,-0.0044,0.0,-0.0047,0.0095,2,0.0,3407
ciciot2023:rung0.0,mlp,Web,2135,811,0.9747,0.9383,0.0117,0.0022,0.0069,0.0404,2,0.0,3407
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9472,0.9487,0.0013,0.0038,0.0084,0.0273,2,0.0,42
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.989,0.9543,-0.0043,-0.0152,-0.0008,0.0574,2,0.0,42
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9506,-0.0006,0.0,0.0,0.0039,2,0.0,42
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.4999,0.9504,-0.0004,0.0,0.0,0.0119,2,0.0,42
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.4999,0.9519,-0.0019,0.0,0.0,0.0082,2,0.0,42
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.7071,0.9517,-0.0017,0.0007,0.0,0.0072,2,0.0,42
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8862,0.9579,-0.0079,0.0,-0.0095,0.0109,2,0.0,42
ciciot2023:rung0.0,mlp,Web,2135,811,0.9702,0.9335,0.0165,-0.0,0.0036,0.0358,2,0.0,42
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9468,0.9424,0.0076,-0.0002,0.0031,0.0186,2,0.0,512
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9914,0.9606,-0.0106,-0.0046,-0.0,0.0474,2,0.0,512
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9494,0.0006,0.0,0.0,0.0034,2,0.0,512
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.4999,0.9447,0.0053,0.0,0.0,0.0129,2,0.0,512
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.4999,0.9501,-0.0001,0.0,0.0,0.0069,2,0.0,512
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.7061,0.9517,-0.0017,0.001,0.0,0.0136,2,0.0,512
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8845,0.9544,-0.0044,-0.0001,-0.0116,0.017,2,0.0,512
ciciot2023:rung0.0,mlp,Web,2135,811,0.9737,0.9464,0.0036,0.0069,-0.0003,0.0345,2,0.0,512
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9376,0.9402,0.0098,0.0031,0.01,0.0207,2,0.0,6021
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9907,0.964,-0.014,-0.006,-0.0035,0.0391,2,0.0,6021
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9502,-0.0002,0.0,0.0,0.0018,2,0.0,6021
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.5,0.9509,-0.0009,0.0,0.0,0.0055,2,0.0,6021
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.5,0.9515,-0.0015,0.0,0.0,0.0016,2,0.0,6021
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.6559,0.9505,-0.0005,-0.0,0.0,0.0063,2,0.0,6021
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8805,0.9514,-0.0014,0.0,-0.0096,0.0101,2,0.0,6021
ciciot2023:rung0.0,mlp,Web,2135,811,0.9706,0.9295,0.0205,0.0041,0.0118,0.0459,2,0.0,6021
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9438,0.9454,0.0046,-0.0003,0.0054,0.0251,2,0.0,7
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9927,0.9571,-0.0071,-0.0142,-0.0004,0.0606,2,0.0,7
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9487,0.0013,0.0,0.0,0.0052,2,0.0,7
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.5,0.9509,-0.0009,0.0,0.0,0.0093,2,0.0,7
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.5,0.9527,-0.0027,0.0,0.0,0.0085,2,0.0,7
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.6773,0.9514,-0.0014,0.0004,0.0,0.0059,2,0.0,7
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8786,0.9531,-0.0031,-0.0,-0.0004,0.0174,2,0.0,7
ciciot2023:rung0.0,mlp,Web,2135,811,0.9775,0.9462,0.0038,0.003,0.0009,0.0349,2,0.0,7
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.9434,0.9435,0.0065,0.0014,-0.0028,0.0294,2,0.0,88
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.99,0.9542,-0.0042,-0.0123,-0.0006,0.047,2,0.0,88
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9512,-0.0012,0.0,0.0,0.0043,2,0.0,88
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.4999,0.9495,0.0005,0.0,0.0,0.0131,2,0.0,88
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.4999,0.9505,-0.0005,0.0,0.0,0.0018,2,0.0,88
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.6871,0.9497,0.0003,0.0004,0.0,0.0073,2,0.0,88
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8848,0.9532,-0.0032,0.0001,0.0102,0.0164,2,0.0,88
ciciot2023:rung0.0,mlp,Web,2135,811,0.9736,0.9455,0.0045,0.005,0.0078,0.03,2,0.0,88
ciciot2023:rung0.0,mlp,Benign,6299,2428,0.944,0.9499,0.0001,0.0026,0.0095,0.0195,2,0.0,91
ciciot2023:rung0.0,mlp,BruteForce,1371,541,0.9914,0.9656,-0.0156,-0.0034,-0.0005,0.0466,2,0.0,91
ciciot2023:rung0.0,mlp,DDoS,68476,25807,0.5,0.9506,-0.0006,0.0,0.0,0.0051,2,0.0,91
ciciot2023:rung0.0,mlp,DoS,25215,9624,0.4999,0.9519,-0.0019,0.0,0.0,0.0052,2,0.0,91
ciciot2023:rung0.0,mlp,Mirai,18953,7223,0.4999,0.9519,-0.0019,0.0,0.0,0.0015,2,0.0,91
ciciot2023:rung0.0,mlp,Recon,23055,8740,0.6895,0.9506,-0.0006,0.0004,0.0,0.009,2,0.0,91
ciciot2023:rung0.0,mlp,Spoofing,12575,4826,0.8837,0.9528,-0.0028,0.0,-0.0076,0.011,2,0.0,91
ciciot2023:rung0.0,mlp,Web,2135,811,0.9704,0.9391,0.0109,0.0053,0.0055,0.0252,2,0.0,91
ciciot2023:rung0.0,rf,Benign,6299,2428,0.934,0.949,0.001,0.0003,0.0044,0.0116,2,0.0,12345
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.991,0.959,-0.009,-0.013,-0.0008,0.0439,2,0.0,12345
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9501,-0.0001,0.0,0.0,0.0009,2,0.0,12345
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9492,0.0008,0.0,0.0,0.0041,2,0.0,12345
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9485,0.0015,0.0,0.0,0.0013,2,0.0,12345
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6647,0.9484,0.0016,0.0,0.0,0.0073,2,0.0,12345
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8412,0.9537,-0.0037,0.0,-0.0181,0.011,2,0.0,12345
ciciot2023:rung0.0,rf,Web,2135,811,0.9673,0.9568,-0.0068,-0.0164,0.0022,0.051,2,0.0,12345
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9388,0.9496,0.0004,0.0001,-0.0012,0.0119,2,0.0,1337
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9892,0.9495,0.0005,-0.0137,-0.0007,0.037,2,0.0,1337
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9504,-0.0004,0.0,0.0,0.001,2,0.0,1337
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9496,0.0004,0.0,0.0,0.003,2,0.0,1337
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9501,-0.0001,0.0,0.0,0.0013,2,0.0,1337
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6425,0.9444,0.0056,-0.0,0.0,0.0086,2,0.0,1337
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8372,0.9495,0.0005,0.0,-0.0138,0.0082,2,0.0,1337
ciciot2023:rung0.0,rf,Web,2135,811,0.9627,0.9515,-0.0015,-0.0189,0.0015,0.0358,2,0.0,1337
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9317,0.9493,0.0007,0.0017,0.0095,0.0221,2,0.0,2024
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9881,0.9582,-0.0082,-0.0103,0.0026,0.0426,2,0.0,2024
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.95,-0.0,0.0,0.0,0.0009,2,0.0,2024
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9528,-0.0028,0.0,0.0,0.0033,2,0.0,2024
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9519,-0.0019,0.0,0.0,0.0017,2,0.0,2024
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6431,0.9503,-0.0003,-0.0001,0.0,0.0077,2,0.0,2024
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8414,0.9503,-0.0003,-0.0001,-0.0126,0.0117,2,0.0,2024
ciciot2023:rung0.0,rf,Web,2135,811,0.9684,0.964,-0.014,-0.0002,-0.0016,0.0209,2,0.0,2024
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9328,0.9506,-0.0006,0.0014,0.0026,0.0173,2,0.0,3407
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9888,0.9505,-0.0005,-0.0152,0.0012,0.0413,2,0.0,3407
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.951,-0.001,0.0,0.0,0.0009,2,0.0,3407
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9479,0.0021,0.0,0.0,0.0031,2,0.0,3407
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9508,-0.0008,0.0,0.0,0.0009,2,0.0,3407
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6369,0.9474,0.0026,-0.0,0.0,0.0075,2,0.0,3407
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8364,0.9524,-0.0024,-0.0001,-0.0074,0.0107,2,0.0,3407
ciciot2023:rung0.0,rf,Web,2135,811,0.9672,0.9562,-0.0062,0.0021,0.0007,0.0259,2,0.0,3407
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9297,0.9484,0.0016,0.0003,0.0067,0.015,2,0.0,42
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9895,0.9586,-0.0086,-0.013,0.0012,0.0395,2,0.0,42
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9515,-0.0015,0.0,0.0,0.0013,2,0.0,42
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9501,-0.0001,0.0,0.0,0.0031,2,0.0,42
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9499,0.0001,0.0,0.0,0.0013,2,0.0,42
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6298,0.9507,-0.0007,-0.0001,0.0,0.0067,2,0.0,42
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8401,0.9549,-0.0049,-0.0002,-0.0099,0.0088,2,0.0,42
ciciot2023:rung0.0,rf,Web,2135,811,0.9721,0.9624,-0.0124,-0.0067,-0.0039,0.022,2,0.0,42
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9307,0.9539,-0.0039,0.0,0.0075,0.0157,2,0.0,512
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9874,0.9573,-0.0073,-0.0119,-0.0027,0.0433,2,0.0,512
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9495,0.0005,0.0,0.0,0.0009,2,0.0,512
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9485,0.0015,0.0,0.0,0.0027,2,0.0,512
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9505,-0.0005,0.0,0.0,0.0014,2,0.0,512
ciciot2023:rung0.0,rf,Recon,23055,8740,0.639,0.9496,0.0004,-0.0001,0.0,0.0071,2,0.0,512
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8329,0.9505,-0.0005,-0.0,-0.0106,0.0077,2,0.0,512
ciciot2023:rung0.0,rf,Web,2135,811,0.9615,0.9404,0.0096,-0.0081,0.0062,0.0245,2,0.0,512
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9255,0.9465,0.0035,0.0005,0.0064,0.0148,2,0.0,6021
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9906,0.9595,-0.0095,-0.0144,-0.0009,0.0383,2,0.0,6021
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9495,0.0005,0.0,0.0,0.0012,2,0.0,6021
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9497,0.0003,0.0,0.0,0.0035,2,0.0,6021
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.952,-0.002,0.0,0.0,0.0012,2,0.0,6021
ciciot2023:rung0.0,rf,Recon,23055,8740,0.652,0.9444,0.0056,-0.0,0.0,0.0057,2,0.0,6021
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8333,0.9524,-0.0024,-0.0001,-0.0105,0.0118,2,0.0,6021
ciciot2023:rung0.0,rf,Web,2135,811,0.9662,0.9551,-0.0051,-0.011,-0.0035,0.0342,2,0.0,6021
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9311,0.9522,-0.0022,-0.0001,0.0197,0.0123,2,0.0,7
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9913,0.9562,-0.0062,-0.0199,0.0014,0.0469,2,0.0,7
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9498,0.0002,0.0,0.0,0.0016,2,0.0,7
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9507,-0.0007,0.0,0.0,0.0037,2,0.0,7
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9519,-0.0019,0.0,0.0,0.0014,2,0.0,7
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6374,0.9503,-0.0003,-0.0,0.0,0.0082,2,0.0,7
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8341,0.951,-0.001,-0.0,-0.0156,0.0088,2,0.0,7
ciciot2023:rung0.0,rf,Web,2135,811,0.9628,0.9499,0.0001,-0.0122,0.0041,0.0245,2,0.0,7
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9347,0.9526,-0.0026,0.0005,0.0178,0.015,2,0.0,88
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9906,0.9434,0.0066,-0.0126,0.0036,0.0384,2,0.0,88
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.9497,0.0003,0.0,0.0,0.0005,2,0.0,88
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.951,-0.001,0.0,0.0,0.0028,2,0.0,88
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9505,-0.0005,0.0,0.0,0.0013,2,0.0,88
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6538,0.9491,0.0009,-0.0,0.0,0.0075,2,0.0,88
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8329,0.9525,-0.0025,-0.0001,-0.0132,0.014,2,0.0,88
ciciot2023:rung0.0,rf,Web,2135,811,0.9654,0.9604,-0.0104,-0.0089,0.0019,0.0287,2,0.0,88
ciciot2023:rung0.0,rf,Benign,6299,2428,0.9323,0.9481,0.0019,0.0012,0.0148,0.0228,2,0.0,91
ciciot2023:rung0.0,rf,BruteForce,1371,541,0.9899,0.9719,-0.0219,-0.0145,-0.0069,0.0439,2,0.0,91
ciciot2023:rung0.0,rf,DDoS,68476,25807,0.5,0.95,0.0,0.0,0.0,0.001,2,0.0,91
ciciot2023:rung0.0,rf,DoS,25215,9624,0.5,0.9504,-0.0004,0.0,0.0,0.0025,2,0.0,91
ciciot2023:rung0.0,rf,Mirai,18953,7223,0.5,0.9514,-0.0014,0.0,0.0,0.0011,2,0.0,91
ciciot2023:rung0.0,rf,Recon,23055,8740,0.6518,0.9481,0.0019,-0.0001,0.0,0.0064,2,0.0,91
ciciot2023:rung0.0,rf,Spoofing,12575,4826,0.8353,0.9521,-0.0021,0.0,-0.0199,0.0101,2,0.0,91
ciciot2023:rung0.0,rf,Web,2135,811,0.9652,0.9572,-0.0072,-0.0148,0.0037,0.0371,2,0.0,91
ciciot2023:rung0.0,xgb,Benign,6299,2428,0.8944,0.9534,-0.0034,0.0,-0.0066,0.0122,2,0.0,12345
ciciot2023:rung0.0,xgb,BruteForce,1371,541,0.9867,0.9488,0.0012,0.0,-0.0044,0.0333,2,0.0,12345
ciciot2023:rung0.0,xgb,DDoS,68476,25807,0.5,0.95,-0.0,0.0,0.0,0.0004,2,0.0,12345
ciciot2023:rung0.0,xgb,DoS,25215,9624,0.5,0.9497,0.0003,0.0,0.0,0.0005,2,0.0,12345
ciciot2023:rung0.0,xgb,Mirai,18953,7223,0.5,0.9499,0.0001,0.0,0.0,0.0005,2,0.0,12345
ciciot2023:rung0.0,xgb,Recon,23055,8740,0.599,0.948,0.002,0.0,0.0,0.0095,2,0.0,12345
ciciot2023:rung0.0,xgb,Spoofing,12575,4826,0.801,0.9507,-0.0007,0.0,-0.0177,0.0096,2,0.0,12345
ciciot2023:rung0.0,xgb,Web,2135,811,0.9606,0.949,0.001,-0.0,0.0083,0.0275,2,0.0,12345
ciciot2023:rung0.0,xgb,Benign,6299,2428,0.8867,0.9516,-0.0016,0.0,0.0203,0.0188,2,0.0,1337
ciciot2023:rung0.0,xgb,BruteForce,1371,541,0.9858,0.9579,-0.0079,0.0,0.0002,0.0496,2,0.0,1337
ciciot2023:rung0.0,xgb,DDoS,68476,25807,0.5,0.9506,-0.0006,0.0,0.0,0.0005,2,0.0,1337
ciciot2023:rung0.0,xgb,DoS,25215,9624,0.5,0.9518,-0.0018,0.0,0.0,0.0006,2,0.0,1337
ciciot2023:rung0.0,xgb,Mirai,18953,7223,0.5,0.9484,0.0016,0.0,0.0,0.0004,2,0.0,1337
ciciot2023:rung0.0,xgb,Recon,23055,8740,0.5625,0.9469,0.0031,0.0,0.0,0.0107,2,0.0,1337
ciciot2023:rung0.0,xgb,Spoofing,12575,4826,0.8086,0.9502,-0.0002,0.0,-0.0164,0.0103,2,0.0,1337
ciciot2023:rung0.0,xgb,Web,2135,811,0.952,0.9424,0.0076,-0.0001,0.0053,0.0234,2,0.0,1337
ciciot2023:rung0.0,xgb,Benign,6299,2428,0.8935,0.9491,0.0009,0.0,0.0089,0.0184,2,0.0,2024
ciciot2023:rung0.0,xgb,BruteForce,1371,541,0.9868,0.9475,0.0025,0.0,0.0015,0.0254,2,0.0,2024
ciciot2023:rung0.0,xgb,DDoS,68476,25807,0.5,0.9495,0.0005,0.0,0.0,0.0004,2,0.0,2024
ciciot2023:rung0.0,xgb,DoS,25215,9624,0.5,0.9485,0.0015,0.0,0.0,0.0005,2,0.0,2024
